offer_id,customer_id,campaign_id,product_name,lead_source,decile_group,loan_amount,interest_rate
OFFER-04311,CUST-DC0D3FA6,CMP-002,Signature Credit Card,Partner_Referral,4,3000,17.49
OFFER-04312,CUST-DC181D46,CMP-002,Signature Credit Card,Partner_Referral,5,3000,13.99
OFFER-04313,CUST-DC181D46,CMP-003,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-04314,CUST-DC1AD3E2,CMP-001,Signature Credit Card,Cold_Bought_List,10,7500,10.99
OFFER-04315,CUST-DC1F68C6,CMP-002,Personal Loan,Organic_Web_Form,8,20000,6.99
OFFER-04316,CUST-DC2120FD,CMP-002,Signature Credit Card,Partner_Referral,4,4000,16.99
OFFER-04317,CUST-DC2120FD,CMP-003,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-04318,CUST-DC27052F,CMP-006,Personal Loan,Organic_Web_Form,4,5000,12.49
OFFER-04319,CUST-DC3242B6,CMP-002,Signature Credit Card,Cold_Bought_List,4,2000,19.99
OFFER-04320,CUST-DC35A1AD,CMP-002,Signature Credit Card,Cold_Bought_List,4,2000,17.99
OFFER-04321,CUST-DC35A1AD,CMP-003,Signature Credit Card,Partner_Referral,5,4000,15.49
OFFER-04322,CUST-DC4B147A,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04323,CUST-DC559743,CMP-001,Signature Credit Card,Organic_Web_Form,9,1500,16.99
OFFER-04324,CUST-DC6BC2F3,CMP-001,Personal Loan,Cold_Bought_List,4,8000,15.5
OFFER-04325,CUST-DC6CF842,CMP-003,Signature Credit Card,Organic_Web_Form,7,6000,13.99
OFFER-04326,CUST-DC743F0B,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,14.99
OFFER-04327,CUST-DC786C51,CMP-007,Signature Credit Card,Partner_Referral,8,7500,14.99
OFFER-04328,CUST-DC794F78,CMP-006,Personal Loan,Partner_Referral,4,15000,12.5
OFFER-04329,CUST-DC7B626C,CMP-008,Personal Loan,Cold_Bought_List,4,5000,18.49
OFFER-04330,CUST-DC8A0C68,CMP-006,Personal Loan,Partner_Referral,9,30000,6.99
OFFER-04331,CUST-DC8BD181,CMP-001,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-04332,CUST-DC8D5AB3,CMP-007,Personal Loan,Cold_Bought_List,4,3000,20.49
OFFER-04333,CUST-DC8FC4F9,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,9.99
OFFER-04334,CUST-DCA5539D,CMP-001,Signature Credit Card,Organic_Web_Form,2,1000,21.99
OFFER-04335,CUST-DCAA7D20,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-04336,CUST-DCB4FB03,CMP-002,Personal Loan,Organic_Web_Form,7,12000,8.49
OFFER-04337,CUST-DCB4FB03,CMP-008,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-04338,CUST-DCBB22C0,CMP-003,Signature Credit Card,Cold_Bought_List,4,4000,18.49
OFFER-04339,CUST-DCBB5283,CMP-001,Signature Credit Card,Organic_Web_Form,7,1500,16.99
OFFER-04340,CUST-DCC199BC,CMP-006,Personal Loan,Partner_Referral,4,8000,16.99
OFFER-04341,CUST-DCCC2676,CMP-003,Personal Loan,Cold_Bought_List,1,1000,24.99
OFFER-04342,CUST-DCCC466D,CMP-001,Personal Loan,Organic_Web_Form,9,15000,7.5
OFFER-04343,CUST-DCD18FA1,CMP-007,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-04344,CUST-DCD73CBE,CMP-006,Personal Loan,Partner_Referral,4,6000,16.99
OFFER-04345,CUST-DCE3235B,CMP-001,Signature Credit Card,Cold_Bought_List,7,6000,11.99
OFFER-04346,CUST-DCE3235B,CMP-007,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04347,CUST-DCE5DAE3,CMP-009,Signature Credit Card,Organic_Web_Form,4,3000,16.99
OFFER-04348,CUST-DCE8FE64,CMP-007,Personal Loan,Organic_Web_Form,5,12000,10.49
OFFER-04349,CUST-DCFE2EA9,CMP-001,Signature Credit Card,Organic_Web_Form,9,3000,12.99
OFFER-04350,CUST-DD10BB74,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04351,CUST-DD176AD1,CMP-009,Personal Loan,Partner_Referral,6,12000,10.49
OFFER-04352,CUST-DD2AB423,CMP-003,Personal Loan,Organic_Web_Form,4,8000,11.0
OFFER-04353,CUST-DD369EE5,CMP-002,Personal Loan,Organic_Web_Form,7,12000,8.49
OFFER-04354,CUST-DD478F39,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,9.99
OFFER-04355,CUST-DD488A4A,CMP-006,Personal Loan,Partner_Referral,9,15000,7.99
OFFER-04356,CUST-DD49AA4C,CMP-005,Signature Credit Card,Cold_Bought_List,2,3000,21.99
OFFER-04357,CUST-DD520602,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04358,CUST-DD52749B,CMP-003,Signature Credit Card,Organic_Web_Form,4,3000,18.99
OFFER-04359,CUST-DD61A751,CMP-002,Signature Credit Card,Partner_Referral,7,6500,12.49
OFFER-04360,CUST-DD61A751,CMP-003,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-04361,CUST-DD7A028B,CMP-002,Personal Loan,Partner_Referral,7,5000,8.49
OFFER-04362,CUST-DD810E8D,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04363,CUST-DD8D3BEA,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,22.99
OFFER-04364,CUST-DDA235E4,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04365,CUST-DDB012FE,CMP-009,Personal Loan,Partner_Referral,2,5000,14.49
OFFER-04366,CUST-DDB309FD,CMP-002,Signature Credit Card,Partner_Referral,6,1500,16.5
OFFER-04367,CUST-DDBA3D17,CMP-002,Personal Loan,Organic_Web_Form,2,5000,12.99
OFFER-04368,CUST-DDC0D225,CMP-006,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-04369,CUST-DDCE3B0C,CMP-006,Personal Loan,Cold_Bought_List,2,3000,22.99
OFFER-04370,CUST-DDD339D4,CMP-002,Personal Loan,Cold_Bought_List,1,5000,18.49
OFFER-04371,CUST-DDE4F6A5,CMP-009,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-04372,CUST-DDE54380,CMP-002,Personal Loan,Organic_Web_Form,7,20000,7.99
OFFER-04373,CUST-DDF2D23F,CMP-002,Personal Loan,Organic_Web_Form,8,8000,8.49
OFFER-04374,CUST-DE0682FA,CMP-003,Personal Loan,Cold_Bought_List,1,3000,24.99
OFFER-04375,CUST-DE180B1E,CMP-001,Signature Credit Card,Cold_Bought_List,3,1000,18.99
OFFER-04376,CUST-DE1A71EE,CMP-003,Signature Credit Card,Partner_Referral,7,10000,11.99
OFFER-04377,CUST-DE2A0176,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04378,CUST-DE2EA5D2,CMP-003,Personal Loan,Organic_Web_Form,6,6000,11.5
OFFER-04379,CUST-DE30EE43,CMP-001,Personal Loan,Cold_Bought_List,4,3000,16.99
OFFER-04380,CUST-DE39AF46,CMP-007,Signature Credit Card,Partner_Referral,6,7000,15.49
OFFER-04381,CUST-DE4025CA,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04382,CUST-DE4436BC,CMP-001,Signature Credit Card,Cold_Bought_List,4,1000,18.99
OFFER-04383,CUST-DE4626C2,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04384,CUST-DE4A0A9C,CMP-002,Personal Loan,Partner_Referral,8,8000,9.5
OFFER-04385,CUST-DE4C5108,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04386,CUST-DE53E762,CMP-002,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-04387,CUST-DE53E762,CMP-003,Personal Loan,Organic_Web_Form,8,20000,6.99
OFFER-04388,CUST-DE5D95A2,CMP-004,Signature Credit Card,Partner_Referral,4,3000,21.99
OFFER-04389,CUST-DE5D95A2,CMP-005,Signature Credit Card,Partner_Referral,4,3000,21.99
OFFER-04390,CUST-DE5EC265,CMP-002,Personal Loan,Cold_Bought_List,2,5000,16.99
OFFER-04391,CUST-DE5EC265,CMP-008,Signature Credit Card,Cold_Bought_List,6,3000,16.99
OFFER-04392,CUST-DE6F83B9,CMP-006,Personal Loan,Partner_Referral,9,15000,7.99
OFFER-04393,CUST-DE700619,CMP-001,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-04394,CUST-DE700619,CMP-007,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-04395,CUST-DE724E72,CMP-002,Signature Credit Card,Cold_Bought_List,6,4000,18.99
OFFER-04396,CUST-DE8389C4,CMP-004,Personal Loan,Partner_Referral,7,12000,8.49
OFFER-04397,CUST-DE950AF5,CMP-002,Personal Loan,Organic_Web_Form,5,12000,9.49
OFFER-04398,CUST-DE950AF5,CMP-003,Personal Loan,Organic_Web_Form,8,20000,6.99
OFFER-04399,CUST-DE950AF5,CMP-008,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-04400,CUST-DE950AF5,CMP-009,Personal Loan,Organic_Web_Form,8,20000,6.99
OFFER-04401,CUST-DE9B0E53,CMP-008,Signature Credit Card,Organic_Web_Form,5,4000,16.5
OFFER-04402,CUST-DE9BC3F4,CMP-008,Personal Loan,Cold_Bought_List,1,5000,24.99
OFFER-04403,CUST-DEA8137B,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04404,CUST-DEAD30CA,CMP-005,Secured Credit Card,Partner_Referral,1,500,24.99
OFFER-04405,CUST-DEB36B3F,CMP-001,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-04406,CUST-DEBE0562,CMP-008,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-04407,CUST-DEC0C80F,CMP-006,Personal Loan,Organic_Web_Form,4,5000,12.49
OFFER-04408,CUST-DEDFBD24,CMP-002,Personal Loan,Organic_Web_Form,5,5000,12.99
OFFER-04409,CUST-DEE7D2D8,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,22.99
OFFER-04410,CUST-DEE997DF,CMP-004,Signature Credit Card,Partner_Referral,7,3000,14.99
OFFER-04411,CUST-DEE997DF,CMP-005,Signature Credit Card,Partner_Referral,7,3000,14.99
OFFER-04412,CUST-DEEBA7B7,CMP-006,Personal Loan,Partner_Referral,9,15000,7.99
OFFER-04413,CUST-DEF346B7,CMP-002,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-04414,CUST-DEF7A45F,CMP-006,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-04415,CUST-DEF81B9F,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04416,CUST-DF1A336E,CMP-002,Signature Credit Card,Organic_Web_Form,10,15000,6.99
OFFER-04417,CUST-DF388D13,CMP-002,Personal Loan,Cold_Bought_List,2,3000,24.99
OFFER-04418,CUST-DF4156BC,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04419,CUST-DF7DF4C9,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04420,CUST-DF94167E,CMP-009,Personal Loan,Cold_Bought_List,1,2500,24.99
OFFER-04421,CUST-DF9EB470,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04422,CUST-DFAEF210,CMP-006,Personal Loan,Cold_Bought_List,2,8000,16.49
OFFER-04423,CUST-DFCC4FC0,CMP-006,Personal Loan,Partner_Referral,4,15000,12.5
OFFER-04424,CUST-DFD03358,CMP-003,Signature Credit Card,Partner_Referral,5,2000,16.99
OFFER-04425,CUST-DFED0437,CMP-003,Signature Credit Card,Cold_Bought_List,2,2000,21.99
OFFER-04426,CUST-DFF79146,CMP-001,Signature Credit Card,Cold_Bought_List,5,1000,21.99
OFFER-04427,CUST-DFF79146,CMP-002,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-04428,CUST-DFF79146,CMP-003,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-04429,CUST-DFF79146,CMP-005,Signature Credit Card,Cold_Bought_List,5,7500,14.49
OFFER-04430,CUST-E0037614,CMP-002,Signature Credit Card,Cold_Bought_List,1,1500,24.99
OFFER-04431,CUST-E0037614,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,22.99
OFFER-04432,CUST-E0037614,CMP-009,Signature Credit Card,Cold_Bought_List,4,1500,18.99
OFFER-04433,CUST-E01A6006,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04434,CUST-E022C219,CMP-002,Personal Loan,Cold_Bought_List,1,5000,15.99
OFFER-04435,CUST-E04FB224,CMP-003,Signature Credit Card,Cold_Bought_List,4,1000,24.99
OFFER-04436,CUST-E05B8EEF,CMP-001,Personal Loan,Organic_Web_Form,10,25000,6.5
OFFER-04437,CUST-E0603EF3,CMP-003,Personal Loan,Cold_Bought_List,2,6000,14.5
OFFER-04438,CUST-E07127BE,CMP-006,Personal Loan,Cold_Bought_List,2,3000,16.49
OFFER-04439,CUST-E08BEE21,CMP-001,Signature Credit Card,Cold_Bought_List,4,500,21.99
OFFER-04440,CUST-E08EC70A,CMP-002,Personal Loan,Cold_Bought_List,4,2000,18.49
OFFER-04441,CUST-E08EC70A,CMP-008,Personal Loan,Organic_Web_Form,5,8000,11.49
OFFER-04442,CUST-E09364C4,CMP-001,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-04443,CUST-E095FFDE,CMP-003,Signature Credit Card,Partner_Referral,7,2000,14.99
OFFER-04444,CUST-E099CB07,CMP-003,Personal Loan,Cold_Bought_List,1,5000,19.0
OFFER-04445,CUST-E099CB07,CMP-009,Personal Loan,Cold_Bought_List,1,5000,17.99
OFFER-04446,CUST-E0E78854,CMP-009,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-04447,CUST-E0F31644,CMP-006,Personal Loan,Partner_Referral,4,8000,12.49
OFFER-04448,CUST-E0FC82D1,CMP-002,Signature Credit Card,Organic_Web_Form,10,3000,16.99
OFFER-04449,CUST-E140F680,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,14.0
OFFER-04450,CUST-E140F680,CMP-003,Personal Loan,Organic_Web_Form,4,5000,12.5
OFFER-04451,CUST-E1437085,CMP-001,Signature Credit Card,Cold_Bought_List,4,4000,18.99
OFFER-04452,CUST-E14BF0CF,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04453,CUST-E14DFD26,CMP-001,Signature Credit Card,Cold_Bought_List,1,2000,22.99
OFFER-04454,CUST-E155CE8D,CMP-007,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-04455,CUST-E158F1F9,CMP-003,Signature Credit Card,Partner_Referral,10,3000,13.49
OFFER-04456,CUST-E16249CE,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04457,CUST-E19F7292,CMP-002,Signature Credit Card,Partner_Referral,7,7500,14.99
OFFER-04458,CUST-E1A6595D,CMP-001,Personal Loan,Cold_Bought_List,6,12000,10.99
OFFER-04459,CUST-E1A85773,CMP-003,Personal Loan,Partner_Referral,7,8000,9.5
OFFER-04460,CUST-E1AE3EDE,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04461,CUST-E1DDE748,CMP-001,Signature Credit Card,Cold_Bought_List,7,6000,13.99
OFFER-04462,CUST-E1DFF91A,CMP-003,Signature Credit Card,Partner_Referral,10,7500,9.99
OFFER-04463,CUST-E1EF1DA7,CMP-007,Signature Credit Card,Partner_Referral,10,8500,12.99
OFFER-04464,CUST-E1F45749,CMP-002,Personal Loan,Organic_Web_Form,6,12000,9.49
OFFER-04465,CUST-E21C2B87,CMP-007,Personal Loan,Organic_Web_Form,6,10000,8.99
OFFER-04466,CUST-E21CCA3A,CMP-002,Personal Loan,Cold_Bought_List,4,5000,16.99
OFFER-04467,CUST-E22080AB,CMP-007,Personal Loan,Organic_Web_Form,2,8000,17.0
OFFER-04468,CUST-E220D047,CMP-005,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04469,CUST-E233FD2E,CMP-003,Personal Loan,Organic_Web_Form,8,20000,6.99
OFFER-04470,CUST-E238E2D2,CMP-002,Personal Loan,Cold_Bought_List,4,5000,15.49
OFFER-04471,CUST-E23D080F,CMP-001,Personal Loan,Cold_Bought_List,6,12000,11.0
OFFER-04472,CUST-E24C03A6,CMP-001,Signature Credit Card,Cold_Bought_List,10,10000,10.99
OFFER-04473,CUST-E2572AEB,CMP-001,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04474,CUST-E25D067D,CMP-002,Personal Loan,Partner_Referral,7,12000,8.49
OFFER-04475,CUST-E282B223,CMP-003,Signature Credit Card,Cold_Bought_List,2,4000,21.99
OFFER-04476,CUST-E28DFA21,CMP-007,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-04477,CUST-E28FAF7B,CMP-006,Personal Loan,Cold_Bought_List,2,3000,14.49
OFFER-04478,CUST-E29390F9,CMP-009,Signature Credit Card,Partner_Referral,10,7500,14.99
OFFER-04479,CUST-E2ABD3FC,CMP-001,Signature Credit Card,Organic_Web_Form,10,12000,11.99
OFFER-04480,CUST-E2AF08AA,CMP-001,Personal Loan,Partner_Referral,8,15000,7.49
OFFER-04481,CUST-E2AF08AA,CMP-003,Personal Loan,Partner_Referral,8,15000,7.49
OFFER-04482,CUST-E2AF08AA,CMP-005,Personal Loan,Partner_Referral,8,15000,7.49
OFFER-04483,CUST-E2AF08AA,CMP-011,Personal Loan,Partner_Referral,8,15000,12.5
OFFER-04484,CUST-E2BA4D46,CMP-006,Personal Loan,Cold_Bought_List,1,3000,17.99
OFFER-04485,CUST-E2DD707A,CMP-003,Signature Credit Card,Partner_Referral,1,3000,21.99
OFFER-04486,CUST-E2E967BD,CMP-004,Signature Credit Card,Organic_Web_Form,9,10000,12.99
OFFER-04487,CUST-E2EBCD9C,CMP-001,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04488,CUST-E2EEA0A0,CMP-001,Personal Loan,Cold_Bought_List,4,15000,12.5
OFFER-04489,CUST-E3086FA8,CMP-001,Signature Credit Card,Cold_Bought_List,7,4000,16.99
OFFER-04490,CUST-E30DFB83,CMP-002,Personal Loan,Cold_Bought_List,4,6000,16.5
OFFER-04491,CUST-E310D227,CMP-001,Personal Loan,Partner_Referral,9,30000,7.0
OFFER-04492,CUST-E3241845,CMP-006,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-04493,CUST-E32DDC2F,CMP-006,Personal Loan,Partner_Referral,4,6000,16.99
OFFER-04494,CUST-E3333CA6,CMP-006,Signature Credit Card,Partner_Referral,7,7000,13.49
OFFER-04495,CUST-E33474D1,CMP-008,Personal Loan,Cold_Bought_List,5,12000,10.99
OFFER-04496,CUST-E3488F8B,CMP-003,Personal Loan,Cold_Bought_List,5,6000,17.99
OFFER-04497,CUST-E352F880,CMP-008,Signature Credit Card,Organic_Web_Form,5,4000,16.99
OFFER-04498,CUST-E368D561,CMP-002,Personal Loan,Organic_Web_Form,5,15000,10.99
OFFER-04499,CUST-E36E2D74,CMP-006,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-04500,CUST-E375D1E1,CMP-005,Signature Credit Card,Organic_Web_Form,9,10000,13.99
OFFER-04501,CUST-E3830C2B,CMP-002,Personal Loan,Partner_Referral,9,8000,6.99
OFFER-04502,CUST-E3830C2B,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04503,CUST-E3A94E84,CMP-001,Signature Credit Card,Cold_Bought_List,4,2000,18.99
OFFER-04504,CUST-E3BF1BF9,CMP-003,Signature Credit Card,Organic_Web_Form,2,1000,21.99
OFFER-04505,CUST-E3CF455B,CMP-006,Personal Loan,Cold_Bought_List,2,5000,18.99
OFFER-04506,CUST-E3DA73CE,CMP-002,Personal Loan,Organic_Web_Form,5,8000,11.49
OFFER-04507,CUST-E3DD1A21,CMP-001,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04508,CUST-E3DD1A21,CMP-002,Personal Loan,Organic_Web_Form,5,12000,9.49
OFFER-04509,CUST-E3DD1A21,CMP-003,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-04510,CUST-E3DED345,CMP-008,Personal Loan,Organic_Web_Form,4,5000,12.49
OFFER-04511,CUST-E3EDE655,CMP-003,Personal Loan,Partner_Referral,10,25000,6.49
OFFER-04512,CUST-E3F8EE74,CMP-001,Signature Credit Card,Organic_Web_Form,10,12000,12.99
OFFER-04513,CUST-E41505EF,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04514,CUST-E418E2BA,CMP-001,Signature Credit Card,Organic_Web_Form,8,1500,14.99
OFFER-04515,CUST-E462BF98,CMP-002,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-04516,CUST-E4676E9D,CMP-002,Personal Loan,Organic_Web_Form,1,5000,14.99
OFFER-04517,CUST-E48807E8,CMP-002,Signature Credit Card,Organic_Web_Form,10,25000,8.49
OFFER-04518,CUST-E48807E8,CMP-007,Signature Credit Card,Organic_Web_Form,9,10000,12.5
OFFER-04519,CUST-E4A5DAF3,CMP-006,Personal Loan,Cold_Bought_List,4,3000,21.99
OFFER-04520,CUST-E4A635A7,CMP-003,Personal Loan,Organic_Web_Form,10,20000,11.99
OFFER-04521,CUST-E4A635A7,CMP-008,Signature Credit Card,Organic_Web_Form,10,15000,12.99
OFFER-04522,CUST-E4B2EA0F,CMP-001,Signature Credit Card,Organic_Web_Form,8,15000,7.99
OFFER-04523,CUST-E4B31A71,CMP-007,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-04524,CUST-E4C1FBF0,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,21.99
OFFER-04525,CUST-E4C1FBF0,CMP-007,Signature Credit Card,Cold_Bought_List,2,1500,21.99
OFFER-04526,CUST-E4CA1172,CMP-003,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-04527,CUST-E4DA5E39,CMP-002,Personal Loan,Organic_Web_Form,1,5000,14.99
OFFER-04528,CUST-E4DA5E39,CMP-008,Signature Credit Card,Organic_Web_Form,7,3000,15.99
OFFER-04529,CUST-E4E4DAE2,CMP-008,Signature Credit Card,Cold_Bought_List,2,2000,21.99
OFFER-04530,CUST-E4ED372A,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-04531,CUST-E51E2A46,CMP-003,Signature Credit Card,Partner_Referral,5,10000,12.99
OFFER-04532,CUST-E53DDC22,CMP-001,Signature Credit Card,Cold_Bought_List,2,2500,21.99
OFFER-04533,CUST-E53F7BB8,CMP-002,Signature Credit Card,Cold_Bought_List,1,1500,24.99
OFFER-04534,CUST-E53F7BB8,CMP-009,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-04535,CUST-E540DED0,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-04536,CUST-E540DED0,CMP-007,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-04537,CUST-E545D153,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04538,CUST-E554CB6C,CMP-001,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-04539,CUST-E59A2FBA,CMP-001,Signature Credit Card,Organic_Web_Form,10,7500,14.99
OFFER-04540,CUST-E59A2FBA,CMP-007,Personal Loan,Organic_Web_Form,9,25000,6.99
OFFER-04541,CUST-E5BDDE2B,CMP-008,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-04542,CUST-E5CF1267,CMP-006,Personal Loan,Partner_Referral,4,6000,11.49
OFFER-04543,CUST-E5D2DDF9,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-04544,CUST-E5DC8361,CMP-007,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04545,CUST-E5FE312E,CMP-001,Signature Credit Card,Cold_Bought_List,8,6000,13.49
OFFER-04546,CUST-E60C46A5,CMP-002,Signature Credit Card,Partner_Referral,7,6000,11.99
OFFER-04547,CUST-E618A62B,CMP-006,Personal Loan,Cold_Bought_List,2,8000,14.49
OFFER-04548,CUST-E6240D90,CMP-003,Personal Loan,Organic_Web_Form,7,12000,9.49
OFFER-04549,CUST-E625D6F6,CMP-003,Personal Loan,Organic_Web_Form,4,5000,14.5
OFFER-04550,CUST-E6282833,CMP-006,Personal Loan,Partner_Referral,4,7000,12.49
OFFER-04551,CUST-E62D88EA,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,12.99
OFFER-04552,CUST-E62EEBBE,CMP-007,Signature Credit Card,Partner_Referral,9,7500,6.99
OFFER-04553,CUST-E638A8CC,CMP-002,Signature Credit Card,Partner_Referral,10,10000,10.99
OFFER-04554,CUST-E63C6F28,CMP-002,Signature Credit Card,Organic_Web_Form,10,7500,14.49
OFFER-04555,CUST-E63DC31A,CMP-003,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-04556,CUST-E654D3CE,CMP-003,Personal Loan,Cold_Bought_List,1,6000,24.99
OFFER-04557,CUST-E6614321,CMP-002,Personal Loan,Organic_Web_Form,4,8000,10.0
OFFER-04558,CUST-E674DA87,CMP-002,Signature Credit Card,Partner_Referral,6,3000,16.99
OFFER-04559,CUST-E6792973,CMP-002,Personal Loan,Partner_Referral,10,25000,5.99
OFFER-04560,CUST-E685CE45,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04561,CUST-E69483E8,CMP-002,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-04562,CUST-E69483E8,CMP-005,Personal Loan,Organic_Web_Form,6,8000,17.0
OFFER-04563,CUST-E6A20262,CMP-002,Personal Loan,Organic_Web_Form,5,8000,10.5
OFFER-04564,CUST-E6AB24E7,CMP-002,Personal Loan,Cold_Bought_List,1,3000,24.99
OFFER-04565,CUST-E6AB24E7,CMP-003,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-04566,CUST-E6C57851,CMP-005,Signature Credit Card,Partner_Referral,9,7500,14.99
OFFER-04567,CUST-E6D1D1AE,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04568,CUST-E6D3D87B,CMP-003,Personal Loan,Partner_Referral,8,15000,9.5
OFFER-04569,CUST-E6DEE8BA,CMP-002,Personal Loan,Cold_Bought_List,1,8000,14.99
OFFER-04570,CUST-E6E771D9,CMP-004,Signature Credit Card,Partner_Referral,9,10000,14.99
OFFER-04571,CUST-E6E771D9,CMP-005,Signature Credit Card,Partner_Referral,9,1000,14.99
OFFER-04572,CUST-E6F4B9FB,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,21.99
OFFER-04573,CUST-E6F4B9FB,CMP-007,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-04574,CUST-E6F4B9FB,CMP-008,Signature Credit Card,Cold_Bought_List,4,4000,16.99
OFFER-04575,CUST-E6F6F5C1,CMP-006,Personal Loan,Partner_Referral,4,12000,11.49
OFFER-04576,CUST-E706E433,CMP-001,Personal Loan,Cold_Bought_List,1,2500,21.99
OFFER-04577,CUST-E70C7503,CMP-002,Signature Credit Card,Organic_Web_Form,7,7500,12.99
OFFER-04578,CUST-E7157116,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-04579,CUST-E74AB947,CMP-004,Signature Credit Card,Partner_Referral,9,7500,14.99
OFFER-04580,CUST-E74AC26D,CMP-008,Signature Credit Card,Cold_Bought_List,1,1000,21.99
OFFER-04581,CUST-E74FB603,CMP-003,Signature Credit Card,Cold_Bought_List,7,6000,13.99
